the_geom,cartodb_id,fountain_ty,collection,system,featuresta,parentid,gispropnum,objectid,department,painted,gisobjid,signname,position,fountain_co,borough,descriptio,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E61000002CE393A0C97752C0E8BDBFF6D05D4440,1680,D,2018-02-28 00:00:00+00,Q360N-DF0672,Active,Q360N,Q360N,2270,Q-04,,100039600,Hoffman Park,"Under Tree, Out in Open, Near Ballfield",1,Q,"D, Under Tree, Out in Open, Near Ballfield",1672,1514,101.25698122
0101000020E6100000DAA9DF3E307C52C006807F2E6B6C4440,1681,A,2018-03-01 00:00:00+00,M099-DF0229,Active,M099,M099,2329,M-12,yes,100039737,J. Hood Wright Park,Near Ballfield,1,M,"A, Near Ballfield",1673,458,373.75919881
0101000020E610000006C6209B3B7752C0384E39B87A564440,1682,C,2018-01-12 00:00:00+00,B283-DF0059,Active,B283,B283,69,B-05,no,100037466,Belmont Playground,In Playground,1,B,"C, In Playground",1674,29,418.81208698
0101000020E61000006D4D13564A8052C0C0C367A6E3524440,1683,E Wheelchair Child,2018-01-10 00:00:00+00,B087-DF0001,Active,B087,B087,11,B-07,yes,100037403,Sunset Park,"In Playground, Out in Open",2,B,"E Wheelchair Child, In Playground, Out in Open",1675,726,148.24047665
0101000020E6100000B97521C5507F52C0C295D438A7544440,1684,D,2018-01-29 00:00:00+00,B288-DF0532,Active,B288,B288,859,B-07,no,100038244,Slope Park,In Playground,1,B,"D, In Playground",1676,1394,343.51407211
0101000020E610000056B3B4BA587652C0BBC31D3B03564440,1685,C,2018-02-19 00:00:00+00,Q094-DF0594,Active,Q094,Q094,2007,Q-10,no,100039426,Tudor Park,Near Ballfield,1,Q,"C, Near Ballfield",1677,1867,532.56651249
0101000020E610000061F7C8FD9F7E52C0570281C616644440,1686,F High Low,2018-03-20 00:00:00+00,M219-DF0323,Active,M219,M219,2514,M-07,no,100039978,Tecumseh Playground,"Under Tree, Just Outside Playground, Near Ballfield",2,M,"F High Low, Under Tree, Just Outside Playground, Near Ballfield",1678,1938,187.59249207
0101000020E61000000DCEF930697B52C02E69CAB00C574440,1687,A,2018-01-15 00:00:00+00,B294-DF0138,Active,B294,B294,148,B-03,yes,100037537,Jackie Robinson Park,"Under Tree, In Playground",1,B,"A, Under Tree, In Playground",1679,386,76.94013099
0101000020E6100000D5874C3FDC7952C0C38B011490734440,1688,A,1899-11-30 00:00:00+00,X152-DF0474,Active,X152,X152,3086,X-08,,100040404,Vinmont Veteran Park,,1,X,A,1680,46,331.7960529
0101000020E6100000421661D25E7D52C067B8FA27ED614440,1689,E Wheelchair,2018-03-03 00:00:00+00,M079-DF0266,Active,M079,M079,2401,M-08,no,100039863,St. Catherine's Park,Out in Open,1,M,"E Wheelchair, Out in Open",1681,942,83.89191887
0101000020E61000007BB114E4B27552C0C559E71F3C574440,1690,F High Low,2018-02-06 00:00:00+00,Q118-DF0528,Active,Q118,Q118,1475,Q-10,no,100038839,Police Officer Nicholas Demutiis Park,Under Tree,2,Q,"F High Low, Under Tree",1682,2117,524.37717307
0101000020E61000001A4FC2171A7F52C023323D4FF64D4440,1691,E Wheelchair,2018-02-10 00:00:00+00,B100-DF0644,Active,B100,B100,1585,B-11,yes,100038939,Seth Low Playground/ Bealin Square,"Out in Open, Just Outside Playground",1,B,"E Wheelchair, Out in Open, Just Outside Playground",1683,239,513.28086478
0101000020E61000005E48D84B677C52C07D7F98AA41564440,1692,D,2018-01-26 00:00:00+00,B012-DF0466,Active,B012,B012,692,B-08,yes,100037997,Brower Park,Out in Open,1,B,"D, Out in Open",1684,963,592.43992032
0101000020E6100000C6C0A446137E52C0F47E27A8144B4440,1693,A,2018-01-22 00:00:00+00,B252-DF0367,Active,B252,B252,452,B-13,no,100037850,West Playground,"Under Tree, In Shade, In Playground",1,B,"A, Under Tree, In Shade, In Playground",1685,1188,313.92603412
0101000020E6100000E408F4E8F37E52C08ED209406E5B4440,1694,Bottle Filler High Low,2018-03-12 00:00:00+00,M235-DF0298,Active,M235,M235,2475,M-03,no,100039835,Sol Lain Plgd,"Under Tree, Near Ballfield, In Playground",2,M,"Bottle Filler High Low, Under Tree, Near Ballfield, In Playground",1686,330,119.91747479
0101000020E6100000A7584DB26F7C52C01DAC8EC7C05A4440,1695,C,2018-01-26 00:00:00+00,B127-DF0461,Active,B127,B127,681,B-01,no,100038055,Martinez Playground,"Near Ballfield, Just Outside Playground",1,B,"C, Near Ballfield, Just Outside Playground",1687,1143,204.88841364
0101000020E6100000A9BBAA51637752C0EB3B719BB45D4440,1696,E Wheelchair,2018-06-11 00:00:00+00,Q401-DF0828,Active,Q401,Q401,3048,Q-06,yes,100040484,Lost Battalion Hall Recreation Center,Under Tree,1,Q,"E Wheelchair, Under Tree",1689,891,208.30225731
0101000020E61000004B457CE7517B52C00F2C9586A9694440,1697,D,2018-02-22 00:00:00+00,X348-DF0398,Active,X348,X348,2099,X-04,no,100039479,River Avenue Parks,Out in Open,1,X,"D, Out in Open",1690,2229,36.95106284
0101000020E610000065D42C542B7752C01483FF4CD25F4440,1698,C,2018-01-30 00:00:00+00,Q026-DF0145,Active,Q026,Q026,942,Q-04,no,100038339,Park Of The Americas,Near Ballfield,1,Q,"C, Near Ballfield",1691,164,113.29586833
0101000020E6100000A7584DB26F7C52C01DAC8EC7C05A4440,1699,C,2018-01-26 00:00:00+00,B127-DF0461,Active,B127,B127,681,B-01,no,100038055,Martinez Playground,"Near Ballfield, Just Outside Playground",1,B,"C, Near Ballfield, Just Outside Playground",1692,1143,391.19853534
0101000020E61000007961317FFF7D52C0902BA2FC14654440,1700,D,2018-03-26 00:00:00+00,M244-DF0338,Active,M244,M244,2531,M-07,yes,100039971,Sol Bloom Playground,"Under Tree, In Shade, Near Ballfield, In Playground",1,M,"D, Under Tree, In Shade, Near Ballfield, In Playground",1693,1603,224.19826885
0101000020E6100000739F875C127852C09935FCC2596F4440,1701,A,2018-01-24 00:00:00+00,X002-DF0073,Active,X002,X002,534,X-06,no,100037979,Bronx Park,In Playground,1,X,"A, In Playground",1694,2813,349.32974914
0101000020E6100000774890F7987C52C06AC8E19D9A514440,1702,E Wheelchair,2018-02-03 00:00:00+00,B250-DF0631,Active,B250,B250,1377,B-17,no,100038753,Nostrand Playground,"Out in Open, Near Ballfield",1,B,"E Wheelchair, Out in Open, Near Ballfield",1695,185,419.99242845
0101000020E6100000627CB0CC347752C09C0B95884E554440,1703,C,2018-01-12 00:00:00+00,B309-DF0051,Active,B309,B309,61,B-05,,100037462,Pink Playground,In Playground,1,B,"C, In Playground",1696,2262,80.90787501
0101000020E61000002ADD7EB1398152C06981B54E4D514440,1704,C,2018-02-22 00:00:00+00,B052-DF0784,Active,B052,B052,2079,B-10,no,100039409,Leif Ericson Park,Near Ballfield,1,B,"C, Near Ballfield",1697,2076,780.81458393
0101000020E61000003615541C917652C0C7610CE7556F4440,1705,CS Metal,2018-02-03 00:00:00+00,X156-DF0253,Active,X156,X156,1349,X-11,no,100038789,Eastchester Playground,In Playground,1,X,"CS Metal, In Playground",1698,2009,505.32990803
0101000020E61000008269E1B1607D52C0F62484743F574440,1706,E Wheelchair,2018-02-12 00:00:00+00,B102-DF0707,Active,B102,B102,1721,B-02,yes,100039093,Crispus Attucks Playground,"Under Tree, Just Outside Playground",1,B,"E Wheelchair, Under Tree, Just Outside Playground",1699,1922,356.59157375
0101000020E61000009F6471491B7D52C026F36FB254574440,1707,C,2018-01-22 00:00:00+00,B237-DF0312,Active,B237,B237,388,B-03,yes,100037788,John Hancock Playground,In Playground,1,B,"C, In Playground",1700,3069,213.5460213
0101000020E6100000553ECD4AAD7A52C0551BD2B1CA624440,1708,C,2018-01-25 00:00:00+00,Q066F-DF0068,Active,Q066F,Q066F,657,Q-01,,100038013,Hoyt Playground,"Out in Open, Under Tree, In Shade",1,Q,"C, Out in Open, Under Tree, In Shade",1701,2970,213.67052806
0101000020E6100000AA34532C797C52C073C881BEAB4E4440,1709,C,2018-02-12 00:00:00+00,B208-DF0688,Active,B208,B208,1695,B-15,no,100039082,Pfc Norton Playground,In Playground,1,B,"C, In Playground",1702,1650,218.60296002
0101000020E610000086E461070A7A52C0C23113F05D6A4440,1710,C,2018-02-11 00:00:00+00,X286-DF0289,Active,X286,X286,1604,X-03,no,100039076,Rev Lena Irons Unity Park,Out in Open,1,X,"C, Out in Open",1703,2011,95.21797986
0101000020E6100000DD84A636467C52C0045053B2D3544440,1711,A,2018-01-22 00:00:00+00,B193-DF0293,Active,B193,B193,367,B-09,no,100037735,Hamilton Metz Field,Near Ballfield,1,B,"A, Near Ballfield",1704,1840,245.80121548
0101000020E61000009719D3140A7B52C0D471D385DA5E4440,1712,C,2018-01-26 00:00:00+00,Q044-DF0085,Active,Q044,Q044,674,Q-02,no,100038065,L/CPL Thomas P. Noonan Jr. Playground,"Under Tree, Just Outside Playground",1,Q,"C, Under Tree, Just Outside Playground",1705,2645,619.95770632
0101000020E6100000DE5E5CA2B47A52C058E825793D594440,1713,C,2018-01-12 00:00:00+00,B429-DF0053,Active,B429,B429,63,B-04,yes,100037459,Hope Ballfield,"Under Tree, In Shade, Out in Open, Near Ballfield",1,B,"C, Under Tree, In Shade, Out in Open, Near Ballfield",1706,1485,247.88239112
0101000020E61000000EEA428E4E7C52C04DC4758F0C664440,1714,F High Low,2018-05-01 00:00:00+00,M111-DF0510,Active,M111,M111,2734,M-11,yes,100040089,James Weldon Johnson Playground,"Under Tree, In Playground, Near Ballfield",2,M,"F High Low, Under Tree, In Playground, Near Ballfield",1707,1801,211.07733082
0101000020E61000007A9E6009087B52C02B78F071DE5E4440,1715,F High Low,2018-01-26 00:00:00+00,Q044-DF0083,Active,Q044,Q044,672,Q-02,yes,100038090,L/CPL Thomas P. Noonan Jr. Playground,"Under Tree, Just Outside Playground",2,Q,"F High Low, Under Tree, Just Outside Playground",1708,667,271.43951546
0101000020E6100000D6337A628B7052C0B0347298B14C4440,1716,Bottle Filler High Low,2018-02-01 00:00:00+00,Q353-DF0202,Active,Q353,Q353,1053,Q-14,no,100038456,Grassmere Playground,Near Ballfield,2,Q,"Bottle Filler High Low, Near Ballfield",1709,858,619.44678729
0101000020E610000084110641B87B52C0CDC06927F6604440,1717,A,2018-01-25 00:00:00+00,Q218-DF0063,Active,Q218,Q218,652,Q-01,no,100038050,Dutch Kills Playground,"Under Tree, Out in Open",1,Q,"A, Under Tree, Out in Open",1710,733,462.08663163
0101000020E61000008269E1B1607D52C0F62484743F574440,1718,E Wheelchair,2018-02-12 00:00:00+00,B102-DF0707,Active,B102,B102,1721,B-02,yes,100039093,Crispus Attucks Playground,"Under Tree, Just Outside Playground",1,B,"E Wheelchair, Under Tree, Just Outside Playground",1711,1922,259.05337505
0101000020E610000084C06F054C8052C0FE886EB7F6534440,1719,A,2018-01-29 00:00:00+00,B210B-DF0530,Active,B210B,B210B,856,B-07,yes,100038250,D'Emic Playground,In Playground,1,B,"A, In Playground",1712,34,362.75061955
0101000020E610000053E948D2C97352C08E61D05F6C554440,1720,A,2018-02-04 00:00:00+00,Q092-DF0488,Active,Q092,Q092,1407,Q-10,yes,100038815,Police Officer Edward Byrne Park,Near Ballfield,1,Q,"A, Near Ballfield",1713,2773,857.28110878
0101000020E61000002D1186C6297652C0463B9F416B5C4440,1721,D,2018-02-08 00:00:00+00,Q207-DF0548,Active,Q207,Q207,1557,Q-06,no,100038972,MacDonald Park,Out in Open,1,Q,"D, Out in Open",1714,1116,311.25799408
0101000020E61000004A9D5882A67652C0B0864FF9306B4440,1722,C,2018-01-27 00:00:00+00,X160-DF0132,Active,X160,X160,757,X-09,no,100038114,Caserta Playground,In Playground,1,X,"C, In Playground",1715,2543,75.51164434
0101000020E6100000EB03414BA07E52C049D53D60A0564440,1723,D,2018-01-20 00:00:00+00,B320-DF0260,Active,B320,B320,300,B-06,no,100037651,Park Slope Playground,In Playground,1,B,"D, In Playground",1716,955,478.85926558
0101000020E6100000D6336AC12E7D52C0EF0EE4E95C684440,1724,CS Concrete,2018-04-23 00:00:00+00,M190-DF0489,Active,M190,M190,2686,M-09,yes,100040081,Sheltering Arms Playground,"In Shade, In Playground",1,M,"CS Concrete, In Shade, In Playground",1717,2184,214.15909016
0101000020E61000006D7C87DD4D7D52C0776B8A8A474D4440,1725,D,2018-02-12 00:00:00+00,B051-DF0669,Active,B051,B051,1668,B-15,yes,100039088,Kelly Park,In Playground,1,B,"D, In Playground",1718,554,285.97514191
0101000020E610000065D42C542B7752C01483FF4CD25F4440,1726,C,2018-01-30 00:00:00+00,Q026-DF0145,Active,Q026,Q026,942,Q-04,no,100038339,Park Of The Americas,Near Ballfield,1,Q,"C, Near Ballfield",1719,164,113.29586833
0101000020E6100000DD84A636467C52C0045053B2D3544440,1727,A,2018-01-22 00:00:00+00,B193-DF0293,Active,B193,B193,367,B-09,no,100037735,Hamilton Metz Field,Near Ballfield,1,B,"A, Near Ballfield",1720,1840,560.5222682
0101000020E610000066E95B91387D52C0E83FC7B1C8504440,1728,D,2018-01-23 00:00:00+00,B212-DF0389,Active,B212,B212,496,B-14,no,100037825,Hot Spot Tot Lot,"Under Tree, In Playground",1,B,"D, Under Tree, In Playground",1721,2303,977.95468333
0101000020E6100000B199F9EF437B52C0C338187F06584440,1729,D,2018-02-09 00:00:00+00,B224-DF0639,Active,B224,B224,1570,B-03,no,100038964,P.O. Reinaldo Salgado Playground,Near Ballfield,1,B,"D, Near Ballfield",1722,2677,355.57318566
0101000020E6100000A8C7395ADE7A52C011802B30416F4440,1730,E Wheelchair,2018-02-27 00:00:00+00,M043-DF0197,Active,M043,M043,2241,M-12,yes,100039658,Isham Park,Out in Open,1,M,"E Wheelchair, Out in Open",1723,1096,250.23076859
0101000020E61000004BE1AC27107D52C0A9EBC496F3524440,1731,C,2018-01-20 00:00:00+00,B392-DF0276,Active,B392,B392,322,B-17,no,100037785,Lott Park,Out in Open,1,B,"C, Out in Open",1724,2396,376.83056088
0101000020E61000006B006493267F52C08D2F68C406634440,1732,Other,2018-03-20 00:00:00+00,M184-DF0327,Active,M184,M184,2518,M-07,no,100039902,Samuel N. Bennerson 2nd Playground,"Under Tree, Near Ballfield, In Playground",1,M,"Other, Under Tree, Near Ballfield, In Playground",1725,234,191.54762479
0101000020E6100000739F875C127852C09935FCC2596F4440,1733,A,2018-01-24 00:00:00+00,X002-DF0073,Active,X002,X002,534,X-06,no,100037979,Bronx Park,In Playground,1,X,"A, In Playground",1726,2813,298.14063785
0101000020E61000009719D3140A7B52C0D471D385DA5E4440,1734,C,2018-01-26 00:00:00+00,Q044-DF0085,Active,Q044,Q044,674,Q-02,no,100038065,L/CPL Thomas P. Noonan Jr. Playground,"Under Tree, Just Outside Playground",1,Q,"C, Under Tree, Just Outside Playground",1727,2645,422.51748951
0101000020E61000002226663EAE7E52C032152F78345D4440,1735,A,2018-03-12 00:00:00+00,M113-DF0315,Active,M113,M113,2492,M-03,yes,100039867,Joseph C. Sauer Park,"In Shade, In Playground",1,M,"A, In Shade, In Playground",1728,2918,78.6701244
0101000020E61000000C95E2F32F7852C0CDB68C2E34704440,1736,E Wheelchair Child,2018-01-27 00:00:00+00,X104-DF0119,Active,X104,X104,737,X-07,yes,100038175,Williamsbridge Oval,In Playground,2,X,"E Wheelchair Child, In Playground",1729,2698,286.85409013
0101000020E6100000DC7C4D5F8B7E52C0AA5EC1AB9E584440,1737,A,2018-04-25 00:00:00+00,B032-DF0867,Active,B032,B032,2702,B-02,no,100040147,Fort Greene Park,In Playground,1,B,"A, In Playground",1730,1166,313.00240673
0101000020E6100000290E16BDB68052C0757D2FF6C45B4440,1738,Pedestal,2018-03-29 00:00:00+00,M308-DF0349,Active,M308,M308,2542,M-01,yes,100039922,Washington Market Park,"Under Tree, In Playground",1,M,"Pedestal, Under Tree, In Playground",1731,1405,278.75844332
0101000020E6100000B20965CB907D52C04B7DFACEE3554440,1739,E Wheelchair,2018-01-22 00:00:00+00,B044-DF0319,Active,B044,B044,396,B-09,yes,100037725,Dr. Ronald McNair Park,Out in Open,1,B,"E Wheelchair, Out in Open",1732,2309,345.50192154
0101000020E61000004D01FE71447E52C0944EBA9F1B574440,1740,A,2018-01-25 00:00:00+00,B232-DF0449,Active,B232,B232,623,B-08,yes,100038032,Dean Playground,Out in Open,1,B,"A, Out in Open",1733,439,342.61246074
0101000020E61000009E7359215D7A52C04F7F7AA895554440,1741,C,2018-01-14 00:00:00+00,B362-DF0094,Active,B362,B362,104,B-16,yes,100037511,Chester Playground,Out in Open,1,B,"C, Out in Open",1734,2298,480.17812554
0101000020E6100000A4B0A41E8D7A52C0E277FFFC676A4440,1742,C,2018-01-30 00:00:00+00,X115-DF0208,Active,X115,X115,951,X-04,no,100038369,Mott Playground,"Under Tree, In Shade, In Playground",1,X,"C, Under Tree, In Shade, In Playground",1735,1770,94.39862743
0101000020E61000004E52FD28137D52C0B400BD0332654440,1743,D,2018-06-12 00:00:00+00,M010-DF0641,Active,M010,M010,3058,M-13,no,100040438,Central Park,"In Playground, Under Tree",1,M,"D, In Playground, Under Tree",1736,2146,190.56849401
0101000020E6100000874E0014317D52C054577A32B0674440,1744,E Wheelchair Child,2018-04-17 00:00:00+00,M056-DF0458,Active,M056,M056,2651,M-09,yes,100040061,Morningside Park,In Playground,2,M,"E Wheelchair Child, In Playground",1737,1716,117.12116845
0101000020E6100000535AD8D6CA7A52C0E006F752F7584440,1745,Other,2018-01-12 00:00:00+00,B139-DF0065,Active,B139,B139,75,B-04,no,100037457,Heckscher Playground,Just Outside Playground,1,B,"Other, Just Outside Playground",1738,1632,408.57635222
0101000020E6100000B3661A238A7B52C0958E4A7D556E4440,1746,Other,2018-03-01 00:00:00+00,M029-DF0234,Active,M029,M029,2334,M-12,no,100039734,Fort Tryon Park,Under Tree,1,M,"Other, Under Tree",1739,2393,266.92404378
0101000020E6100000290E16BDB68052C0757D2FF6C45B4440,1747,Pedestal,2018-03-29 00:00:00+00,M308-DF0349,Active,M308,M308,2542,M-01,yes,100039922,Washington Market Park,"Under Tree, In Playground",1,M,"Pedestal, Under Tree, In Playground",1741,1405,364.40023654
0101000020E61000008CFD68265E8952C01B8768EDC04F4440,1748,A,2018-02-17 00:00:00+00,R076-DF0159,Active,R076,R076,1949,R-01,yes,100039374,Markham Playground,In Playground,1,R,"A, In Playground",1742,1251,685.68791196
0101000020E610000092C7CE44438052C0AD7D8F31915F4440,1749,A,2018-02-27 00:00:00+00,M257-DF0206,Active,M257,M257,2250,M-04,yes,100039661,Clement Clarke Moore Park,"Under Tree, In Shade, In Playground",1,M,"A, Under Tree, In Shade, In Playground",1743,217,198.35398251
0101000020E610000008DC1CAD017E52C079187227CC654440,1750,A,2018-04-17 00:00:00+00,M229-DF0469,Active,M229,M229,2662,M-07,no,100040017,Happy Warrior Playground,"Under Tree, Near Ballfield, In Playground",1,M,"A, Under Tree, Near Ballfield, In Playground",1744,1342,230.74025866
0101000020E610000048385DC6B38052C025F3EB84214D4440,1751,A,2018-02-01 00:00:00+00,B164-DF0627,Active,B164,B164,1207,B-11,yes,100038670,Bath Beach Park,Under Tree,1,B,"A, Under Tree",1745,273,240.44496738
0101000020E610000084110641B87B52C0CDC06927F6604440,1752,A,2018-01-25 00:00:00+00,Q218-DF0063,Active,Q218,Q218,652,Q-01,no,100038050,Dutch Kills Playground,"Under Tree, Out in Open",1,Q,"A, Under Tree, Out in Open",1746,733,238.58806561
0101000020E6100000A48AFD51247F52C0F6BC689CC34D4440,1753,F High Low,2018-02-10 00:00:00+00,B100-DF0647,Active,B100,B100,1589,B-11,no,100038957,Seth Low Playground/ Bealin Square,Out in Open,2,B,"F High Low, Out in Open",1747,1,584.92736047
0101000020E61000006F2ABDEB637F52C04A200E9F225E4440,1754,B,2018-02-20 00:00:00+00,M089-DF0101,Active,M089,M089,2039,M-05,yes,100039488,Union Square Park,"Under Tree, In Shade",1,M,"B, Under Tree, In Shade",1748,2138,136.72391906
0101000020E61000008DDBAAB85F7E52C099DEC24920644440,1755,E Wheelchair,1899-11-30 00:00:00+00,M053-DF0005,Active,M053,M053,5,M-07,,100037399,Theodore Roosevelt Park,"In Shade, Under Tree",1,M,"E Wheelchair, In Shade, Under Tree",1749,359,301.15281415
0101000020E6100000098053A0637652C0181CD2EADD684440,1756,C,2018-01-27 00:00:00+00,X203-DF0141,Active,X203,X203,766,X-09,no,100038112,Randall Playground,"In Shade, In Playground",1,X,"C, In Shade, In Playground",1750,2761,121.35922045
0101000020E61000003565804E947852C01663FD3384614440,1757,Other,2018-01-31 00:00:00+00,Q085-DF0152,Active,Q085,Q085,963,Q-03,no,100038386,Gorman Playground,Out in Open,1,Q,"Other, Out in Open",1751,2391,699.28650892
0101000020E6100000E0FB18F7FB7552C0E0E4761E1C544440,1758,C,2018-02-07 00:00:00+00,Q421-DF0539,Active,Q421,Q421,1522,Q-10,no,100038976,Walter Ward Playground,In Playground,1,Q,"C, In Playground",1752,379,609.12882862
0101000020E6100000DCFCE65B038152C0501E3C86A95A4440,1759,Other,2018-02-27 00:00:00+00,-DF0202,Active,,,2246,M-01,yes,,Battery Park City Parks,"Under Tree, Near Ballfield, In Playground",1,M,"Other, Under Tree, Near Ballfield, In Playground",1753,457,240.910442
0101000020E610000011FA05EED37B52C0E9D7044393654440,1760,B,2018-04-05 00:00:00+00,M047-DF0406,Active,M047,M047,2599,M-11,no,100039983,Thomas Jefferson Park,"Under Tree, Near Ballfield, In Playground",1,M,"B, Under Tree, Near Ballfield, In Playground",1754,1289,213.95945574
0101000020E61000000D0E33C3C17552C09CA4F5A04C714440,1761,C,2018-01-21 00:00:00+00,X193-DF0050,Active,X193,X193,344,X-12,yes,100037698,Stars & Stripes Playground,"Under Tree, In Shade",1,X,"C, Under Tree, In Shade",1755,1641,93.28806541
0101000020E6100000311CC7D9267C52C015AD90D24F694440,1762,E Wheelchair Child,2018-05-09 00:00:00+00,M355-DF0533,Active,M355,M355,2782,M-10,yes,100040100,Robert L. Clinkscales Playground and Community Garden,In Playground,2,M,"E Wheelchair Child, In Playground",1756,1232,156.6982687
0101000020E6100000820CB4B7997B52C080C66930766C4440,1763,A,2018-02-16 00:00:00+00,M037-DF0070,Active,M037,M037,1923,M-12A,no,100039361,Highbridge Park,In Playground,1,M,"A, In Playground",1757,620,356.72378773
0101000020E6100000B34DDEB0BD7452C0A759D98D16704440,1764,A,2018-06-06 00:00:00+00,X251-DF0442,Active,X251,X251,2997,X-10,,100040353,Co-op City Field,Near Ballfield,1,X,"A, Near Ballfield",1758,1523,1223.07825786
0101000020E61000009E60B0AF9C7A52C07B6EE1A0A06C4440,1765,D,2018-02-15 00:00:00+00,X265-DF0375,Active,X265,X265,1911,X-05,no,100039383,Galileo Playground,"Under Tree, In Playground",1,X,"D, Under Tree, In Playground",1761,3014,170.78228346
0101000020E6100000F17527D25D7F52C0933B7229B3614440,1766,C,2018-02-26 00:00:00+00,M221-DF0137,Active,M221,M221,2149,M-04,no,100039536,Gutenberg Playground,"In Playground, Under Tree, In Shade",1,M,"C, In Playground, Under Tree, In Shade",1762,721,308.02739684
0101000020E6100000F491DC6B5C7A52C0D7D2483113694440,1767,C,2018-02-11 00:00:00+00,X146-DF0303,Active,X146,X146,1619,X-01,yes,100039048,Flynn Playground,"Out in Open, In Playground",1,X,"C, Out in Open, In Playground",1763,3052,60.19111332
0101000020E6100000FAF77FAF427C52C050E320BA736A4440,1768,CS Metal,2018-02-16 00:00:00+00,M234-DF0071,Active,M234,M234,1924,M-12A,no,100039382,Wright Brothers Playground,In Playground,1,M,"CS Metal, In Playground",1764,1721,68.11294851
0101000020E6100000E42107B8157A52C0689256D4B9624440,1769,A,2018-01-25 00:00:00+00,Q385-DF0050,Active,Q385,Q385,635,Q-01,yes,100038003,Ditmars Park,In Playground,1,Q,"A, In Playground",1765,932,584.39202584
0101000020E610000039E49963827A52C09096BB9CD1564440,1770,C,2018-01-15 00:00:00+00,B325-DF0154,Active,B325,B325,164,B-16,yes,100037540,Fish Playground,"Under Tree, In Shade",1,B,"C, Under Tree, In Shade",1766,2157,23.28323472
0101000020E61000005E6D94C9C77A52C0CFF6EF2460614440,1771,C,2018-01-25 00:00:00+00,Q444-DF0060,Active,Q444,Q444,649,Q-01,no,100038066,Sean's Place,In Playground,1,Q,"C, In Playground",1767,524,267.59822838
0101000020E610000057DFF6C25A7F52C0974E2F2AB4584440,1772,Other,2018-02-25 00:00:00+00,B113C-DF0803,Active,B113C,B113C,2145,B-02,no,100039518,Korean War Veterans Plaza,Out in Open,1,B,"Other, Out in Open",1768,2049,321.33595244
0101000020E610000094AC47444E7952C0EAD5C87AC55C4440,1773,A,2018-01-31 00:00:00+00,Q360M-DF0175,Active,Q360M,Q360M,1020,Q-05,no,100038400,Frontera Park,Under Tree,1,Q,"A, Under Tree",1769,2129,188.74286126
0101000020E61000008C1FDEB5BC7A52C0C33CF344DB5A4440,1774,D,2018-01-31 00:00:00+00,Q291-DF0174,Active,Q291,Q291,1019,Q-05,no,100038442,Starr Playground,Near Ballfield,1,Q,"D, Near Ballfield",1770,1013,575.32267317
0101000020E610000061F7C8FD9F7E52C0570281C616644440,1775,F High Low,2018-03-20 00:00:00+00,M219-DF0323,Active,M219,M219,2514,M-07,no,100039978,Tecumseh Playground,"Under Tree, Just Outside Playground, Near Ballfield",2,M,"F High Low, Under Tree, Just Outside Playground, Near Ballfield",1771,1938,314.2875223
0101000020E6100000B84E3235887952C046C49568246C4440,1776,D,2018-02-13 00:00:00+00,X281-DF0357,Active,X281,X281,1765,X-06,no,100039109,Stop & Go Playground,"Under Tree, In Playground",1,X,"D, Under Tree, In Playground",1772,2836,156.32812749
0101000020E61000001B4704AE358052C0FEB78065085D4440,1777,E High Low,2018-04-14 00:00:00+00,M207-DF0454,Active,M207,M207,2647,M-02,yes,100040071,Father Fagan Park,Under Tree,2,M,"E High Low, Under Tree",1773,332,199.03213396
0101000020E61000009E7359215D7A52C04F7F7AA895554440,1778,C,2018-01-14 00:00:00+00,B362-DF0094,Active,B362,B362,104,B-16,yes,100037511,Chester Playground,Out in Open,1,B,"C, Out in Open",1774,2298,195.00266401
0101000020E6100000B7F66AAC2B7952C020A26F8C80524440,1779,C,2018-02-04 00:00:00+00,B305-DF0636,Active,B305,B305,1404,B-18,yes,100038841,P.S. 279 Playground,"Out in Open, In Playground",1,B,"C, Out in Open, In Playground",1775,2609,334.40949774
0101000020E6100000178C816AA67D52C0C8089D7D85664440,1780,C,2018-04-17 00:00:00+00,M200-DF0463,Active,M200,M200,2656,M-07,yes,100040063,Booker T. Washington Playground,Near Ballfield,1,M,"C, Near Ballfield",1776,1365,152.61179115
0101000020E6100000ED13543FC97C52C098D33CA9F2634440,1781,C,2018-03-03 00:00:00+00,M294-DF0254,Active,M294,M294,2389,M-08,no,100039752,Ruppert Park,Out in Open,1,M,"C, Out in Open",1777,2764,444.34667288
0101000020E6100000F1D09D6C147D52C0E9B4FE155D5B4440,1782,E Wheelchair,2018-02-22 00:00:00+00,B223R-DF0797,Active,B223R,B223R,2097,B-01,yes,100039429,Jaime Campiz Playground,In Playground,2,B,"E Wheelchair, In Playground",1778,3024,77.63520778
0101000020E6100000D270C127F67A52C00271869C2E684440,1783,D,2018-02-11 00:00:00+00,X200-DF0304,Active,X200,X200,1620,X-01,yes,100039081,Clark Playground,"Out in Open, In Playground",1,X,"D, Out in Open, In Playground",1779,1137,347.86550482
0101000020E61000000D559436626F52C00657835F57594440,1784,A,2018-05-11 00:00:00+00,Q404-DF0788,Active,Q404,Q404,2825,Q-13,no,100040282,East Springfield Playground,Near Ballfield,1,Q,"A, Near Ballfield",1780,1065,505.02807542
