the_geom,cartodb_id,objectid,angle,site_id,status,type,street,xstreet1,xstreet2,side,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E61000005B19E3CFB67452C0A1D0A6C1E2614440,1597,3721,81.2,FG-086,Pending Blades,Fingerpost,Northern Boulevard,Parsons Boulevard,Union Street,N,1594,851,301.95888171
0101000020E610000063712E04B37D52C0C9F7802375614440,1598,2992,119,UE-059,Installed,Type B,E 60 Street,2 Avenue,3 Avenue,N,1595,744,32.48058225
0101000020E6100000FE0E1471CE7952C05C9FA42D765F4440,1599,2920,19.55,WO-008,Installed,Type B,61 Street,Roosevelt Avenue,39 Avenue,E,1597,720,1369.97915116
0101000020E610000029BEBFC6C87E52C052B51669A4494440,1600,1817,174.54,CI-010,Installed,Type B,Stillwell Avenue,Surf Avenue,Bowery,E,1598,582,232.78451375
0101000020E61000006243950AD97E52C05C1A255BE8624440,1601,3195,0,UW-063,Pending Sign,Type B,Broadway,W 65 Street,W 64 Street,E,1599,810,52.40894231
0101000020E6100000AF323421877852C0BF16291E066F4440,1602,793,51,X41-009,Sign Held,Type D,Webster Avenue,Bedford Park Boulevard,Botanical Square South,E,1600,248,483.17806822
0101000020E61000003BFEC594EE7B52C0D686BC84286D4440,1603,1201,8.21,UM-020,Installed,Type B,Overlook Terrace,W 184 Street,W 186 Street,E,1601,413,92.42503643
0101000020E6100000488888805A7D52C0A66F653E46534440,1604,523,168.62,NR-082,Installed,Type B,Flatbush Avenue,Church Avenue,Martense Street,E,1602,189,241.80549769
0101000020E6100000A14B898EB27E52C02189BD9F56524440,1605,2112,172.08,FB-010,Installed,Type B,McDonald Avenue,Church Avenue,Albemarle Road,W,1603,616,78.84642442
0101000020E6100000F3665BC7977652C0153BD7CC7A5F4440,1606,2588,158.72,CO-015,Installed,Type A,111 Street,United Nations Avenue North,49 Avenue,W,1604,649,348.93168464
0101000020E6100000BE8745DF4F7C52C03CDA0A5FAC554440,1607,37,94,BCM-008,Installed,Type B,Eastern Parkway South Mall,Kingston Avenue,Brooklyn Avenue,C,1605,22,293.16059309
0101000020E610000048815F98D37952C08AC77AE8CB564440,1608,1321,169.12,BV-003,Sign Held,Type D,Van Sinderen Avenue,Fulton Street,Truxton Street,W,1606,455,317.9617951
0101000020E61000008461741AB57A52C035F354B7D36A4440,1609,945,36.31,SX-002,Installed,Type B,Grand Concourse,E 167 Street,E 168 Street,E,1607,292,346.42854375
0101000020E610000038611B22C07A52C0AA589C436B684440,1610,787,52,X41-001,Sign Held,Type D,3 Avenue,E 149 Street,Willis Avenue,E,1608,244,142.63487161
0101000020E610000035BF4454027752C069D246EE2B5B4440,1611,2908,2.55,QWH-050,Installed,Type D,Woodhaven Boulevard,Metropolitan Avenue,Polo Place,E,1609,710,1556.7467248
0101000020E610000090349AF6667852C00338FE25D6594440,1612,1017,84.11,RD-001,Installed,Type B,Myrtle Avenue,70 Street,69 Place,S,1610,314,380.66952099
0101000020E6100000C7CA4886EB7952C000CD5B998B6B4440,1613,790,23,X41-005,Sign Held,Type D,Webster Avenue,Claremont Parkway,E 173 Street,E,1611,246,1316.0935696
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1614,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1612,721,1875.90968978
0101000020E610000034DB3C578A7B52C0C57195A079534440,1615,1437,176.5,B46-018,Pending Sign,Type D,Utica Avenue,Church Avenue,Linden Boulevard,E,1613,498,259.6930231
0101000020E6100000731CE9CE8D7852C0F23B2201B15F4440,1616,1022,81.6,JH-003,Installed,Type A,Roosevelt Avenue,82 Street,83 Street,N,1614,317,71.95049735
0101000020E6100000E88AB28BA07952C0761981F035694440,1617,2145,107.99,X6-020,Installed,Type D,E 163 Street,Prospect Avenue,Rev. James A. Polite Avenue,S,1615,625,214.73616613
0101000020E610000090BC88FDB87D52C02B749D1C4B624440,1618,2979,119,UE-039,Installed,Type B,E 68 Street,Lexington Avenue,Park Avenue,S,1616,741,187.58542072
0101000020E6100000053C0340C07B52C0177A28EDB16C4440,1619,984,119,UM-001,Installed,Type A,W 181 Street,St. Nicholas Avenue,Audubon Avenue,S,1617,307,188.394797
0101000020E61000004A7B5176CB7652C00AA935BB33604440,1620,3034,68.39,CO-024,Installed,Type B,Roosevelt Avenue,111 Street,108 Street,N,1618,748,729.52732629
0101000020E61000007069B289007D52C0780DE3A857634440,1621,1664,29,UE-019,Installed,Type B,2 Avenue,E 83 Street,E 84 Street,W,1619,557,8.55875504
0101000020E6100000B94152ED9B7E52C04410DC52AD574440,1622,2576,152,SB-065,Pending Sign,Type B,Flatbush Avenue,4 Avenue,State Street,S,1620,644,58.9143233
0101000020E6100000CB42672CF77452C040430B1FF6604440,1623,2582,125.63,FG-040,Installed,Type B,Kissena Boulevard,Barclay Avenue,Sanford Avenue,E,1621,646,266.84035967
0101000020E610000064ABBBFC9F7B52C075EBB6EFA1554440,1624,2919,94,BCM-056,Installed,Type B,Eastern Parkway,Utica Avenue,Schenectady Avenue,N,1622,719,518.40727574
0101000020E61000009AE0EA784B7F52C01D0DE5C5C05B4440,1625,1865,21.4,LM-190,Installed,Type B,Essex Street,Grand Street,Broome Street,N,1623,608,219.29616045
0101000020E6100000E0788048DD7D52C08802FB78C7494440,1626,1815,74.32,CI-008,Installed,Type B,Brighton Beach Avenue,Brighton 1 Road,Beach Walk,S,1624,580,327.78386607
0101000020E610000031265251997F52C078EACF1F5F5B4440,1627,98,84,CH-044,Installed,Type A,East Broadway,Forsyth Street,Pike Street,N,1625,61,32.1167382
0101000020E6100000D7678BBD6E7C52C07121DFA6DA644440,1628,3130,27.0649357538,UE-122,Installed,Fingerpost,2 Avenue,E 102 Street,E 101 Street,E,1626,796,110.69856822
0101000020E61000000FEA57E3147D52C08C32890CB9634440,1629,1176,299,M86-003,Pending Sign,Type D,E 86 Street,3 Avenue,Lexington Avenue,N,1627,391,29.50068366
0101000020E61000005A47CE34307752C0449B2139F95F4440,1630,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,1628,301,36.07779377
0101000020E61000008D77434AF97952C0E963BE419D594440,1631,1869,79,RD-004,Installed,Type B,Myrtle Avenue,Cornelia Street,Cypress Avenue,S,1629,610,946.68874823
0101000020E6100000DD5606AC547652C039B556B1EE664440,1632,3146,349,CP-001,Installed,Custom,Soundview Avenue,Shorehaven Greenway,,S,1630,804,1376.25500078
0101000020E6100000568ABE7FA77952C02AD28326916C4440,1633,803,203,X41-018,Sign Held,Type D,Webster Avenue,Valentine Avenue,E Tremont Avenue,W,1631,253,997.1986893
0101000020E6100000D448E807C67C52C0BEB6A0513D534440,1634,163,175.5,B44-013,Installed,Type D,Nostrand Avenue,Church Avenue,Erasmus Street,W,1632,94,23.91354376
0101000020E610000035F53F90F07D52C0624CD2B284574440,1635,2858,105.45,DB-058,Installed,Type B,Fulton Street,Vanderbilt Avenue,Clinton Avenue,N,1633,684,37.92120745
0101000020E61000008535CF27737752C01B477AB851704440,1636,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,1634,442,1897.50840699
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1637,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1635,265,869.1367278
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1638,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1637,517,5522.48618451
0101000020E6100000DFDB8FA51F7952C0E98D4950D95F4440,1639,3131,81.95,JH-043,Installed,Type B,37 Avenue,73 Street,74 Street,S,1638,797,90.81339778
0101000020E61000005EF92B73527D52C02B2B95125D684440,1640,1462,146.35,UM-086,Installed,Type B,W 125 Street,Broadway,Amsterdam Avenue,S,1639,512,157.631306
0101000020E6100000DB90D88EBA7A52C06ADD95FB79684440,1641,949,19,SX-007,Installed,Type B,Melrose Avenue,E 149 Street,E 150 Street,E,1640,295,124.9255522
0101000020E610000050AADC8D8A7B52C01911A2EA26584440,1642,1427,171.4,B46-002,Installed,Type D,Malcolm X Boulevard,Gates Avenue,Quincy Street,W,1641,489,264.07413213
0101000020E61000008535CF27737752C01B477AB851704440,1643,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,1642,442,1631.07792052
0101000020E6100000D3DDE98AD17F52C0F2D2F011695E4440,1644,3140,299,M14-009,Pending Sign,Type D,W 14 Street,6 Avenue,7 Avenue,N,1643,800,286.74719881
0101000020E61000009F13D2D2217C52C01BF9A1EFBA6B4440,1645,1216,29,UM-034,Installed,Type B,Broadway,W 169 Street,W 168 Street,W,1644,421,123.95816211
0101000020E6100000C097ED20627C52C027667D840E574440,1646,501,93.8,NR-060,Installed,Type B,Fulton Street,Tompkins Avenue,Brooklyn Avenue,N,1645,178,104.4735354
0101000020E610000063712E04B37D52C0C9F7802375614440,1647,2992,119,UE-059,Installed,Type B,E 60 Street,2 Avenue,3 Avenue,N,1646,744,318.58986996
0101000020E610000064155DDB527B52C0FDECE1EB2D4F4440,1648,1446,175.33,B46-012,Pending Sign,Type D,Utica Avenue,Avenue N,Avenue O,W,1647,507,395.34261837
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1649,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1648,265,575.75761133
0101000020E61000008019DBB3BF7C52C091714A856A634440,1650,1396,119,M86-023,Installed,Type D,E 86 Street,1 Avenue,York Avenue,S,1649,478,269.26882982
0101000020E6100000E156738F097E52C00F94ABC99D564440,1651,3,15,HB-016,Installed,Type A,Vanderbilt Avenue,Park Place,Sterling Place,W,1650,3,379.69583748
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,1652,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,1651,539,2275.44889907
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,1653,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,1652,89,16.92299939
0101000020E6100000898EDF6D487C52C08F8A9C1D3A664440,1654,1246,119,UM-064,Installed,Type B,E 116 Street,Lexington Avenue,Park Avenue,S,1653,433,340.13976134
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,1655,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,1654,175,246.37943922
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1656,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1655,721,2735.37505701
0101000020E6100000B048A572FC7C52C091B537C797674440,1657,3728,0,UM-160,Pending Sign,Type B,St. Nicholas Avenue,W 123 Street,W 124 Street,E,1656,852,278.00662479
0101000020E610000035BF4454027752C069D246EE2B5B4440,1658,2908,2.55,QWH-050,Installed,Type D,Woodhaven Boulevard,Metropolitan Avenue,Polo Place,E,1657,710,292.89610362
0101000020E6100000AD62BA13007C52C04A44D9BE936C4440,1659,1203,119,UM-022,Installed,Type B,W 178 Street,Broadway,Wadsworth Avenue,S,1658,415,157.519124
0101000020E61000008CD7F2F4017F52C06878079B9E494440,1660,1490,81.84,CI-003,Installed,Type C,Surf Avenue,W 17 Street,,C,1659,521,1217.88909814
0101000020E6100000861C0EC8447E52C0AE56B09778654440,1661,1273,29,UW-012,Installed,Type B,Broadway,W 93 Street,W 94 Street,E,1660,444,491.22892663
0101000020E61000008383E1533A7B52C0C6DBB6D923674440,1662,1628,29,SX-064,Installed,Type B,Willis Avenue,Bruckner Boulevard,E 132 Street,W,1661,550,541.62228864
0101000020E61000003227AD67997B52C0A49D49B1C1584440,1663,1426,171.4,B46-001,Installed,Type D,Malcolm X Boulevard,DeKalb Avenue,Kosciuszko Street,W,1662,488,359.57415306
0101000020E61000001332A761967F52C0DCEC1603114D4440,1664,3077,38.4,B82-003,Installed,Type D,Bay Parkway,86 Street,85 Street,E,1663,762,863.43509649
0101000020E61000001CD83716757A52C0A7F010A077694440,1665,2140,111.33,X6-015,Installed,Type D,E 161 Street,Melrose Avenue,Elton Avenue,S,1664,623,323.52343771
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1666,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1665,763,1324.40031381
0101000020E6100000F3665BC7977652C0153BD7CC7A5F4440,1667,2588,158.72,CO-015,Installed,Type A,111 Street,United Nations Avenue North,49 Avenue,W,1666,649,509.6260323
0101000020E61000006543A6316C7F52C026BF0549385D4440,1668,875,29,GV-004,Installed,Type B,Cooper Square (3 Avenue),E 6 Street,E 5 Street,W,1667,277,161.01223669
0101000020E6100000DFDB8FA51F7952C0E98D4950D95F4440,1669,3131,81.95,JH-043,Installed,Type B,37 Avenue,73 Street,74 Street,S,1668,797,7.68055956
0101000020E6100000D05F8219C17952C0908D09989A524440,1670,1904,130.3673,FL-005,Installed,Type B,Rockaway Parkway,Glenwood Road,E 98 Street,E,1669,613,1295.56107244
0101000020E6100000E2A6AB3E247C52C0D4D50BCEF06A4440,1671,1211,170.59,UM-030,Installed,Type B,St. Nicholas Avenue,W 162 Street,W 161 Street,W,1670,419,210.00903389
0101000020E610000016A60089407952C0254D442A5A6E4440,1672,954,98.97,FR-005,Installed,Type B,E Fordham Road,E Kingsbridge Road,Valentine Avenue,N,1671,299,350.77557835
0101000020E6100000149A374AC17752C0063FA9D8F45D4440,1673,2904,291.1,QWH-052,Installed,Type D,Queens Boulevard,59 Avenue,90 Street,N,1672,706,40.03617603
0101000020E6100000AD62BA13007C52C04A44D9BE936C4440,1674,1203,119,UM-022,Installed,Type B,W 178 Street,Broadway,Wadsworth Avenue,S,1673,415,291.00811048
0101000020E6100000B596FF32D17752C017FAAD1575564440,1675,3540,258.83,EB-038,Pending Sign,Type B,Pitkin Avenue,Euclid Avenue,Doscher Street,N,1674,849,875.58266616
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1676,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1675,518,1033.05815223
0101000020E6100000C8EE5963AF7E52C0CDE34376A6544440,1677,48,32,HB-037,Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E,1676,28,984.11469901
0101000020E61000005732921D0B7652C0D53FBB330F574440,1678,2929,344.83,QWH-045,Installed,Type D,Cross Bay Boulevard,Liberty Avenue,108 Avenue,E,1677,723,460.33794703
0101000020E6100000E409972A797E52C0151FE411EE634440,1679,3227,118.73,UW-069,Installed,Type B,W 77 Street,Columbus Avenue,Central Park West,N,1678,826,61.34383792
0101000020E610000031BA5D9D737B52C0DAEDD872FB564440,1680,1429,215.02,B46-004,Installed,Type D,Malcolm X Boulevard,Fulton Street,Marion Street,W,1679,491,6.74883165
0101000020E61000004A18E151477A52C048D6FAF8EE6F4440,1681,1486,125.18,KB-002,Installed,Type B,W 225 Street,Broadway,Marble Hill Avenue,N,1680,520,3518.27510691
0101000020E61000004B7C9518797D52C07CB53DE50D624440,1682,732,209,M15-027,Installed,Type D,2 Avenue,E 67 Street,E 68 Street,W,1681,228,103.59048658
0101000020E610000060A1436A117652C04DBA00F917574440,1683,2928,173.62,QWH-013,Installed,Type D,Cross Bay Boulevard,Liberty Avenue,Rockaway Boulevard,W,1682,722,45.03076112
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1684,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1683,763,694.95797427
0101000020E6100000BE8745DF4F7C52C03CDA0A5FAC554440,1685,37,94,BCM-008,Installed,Type B,Eastern Parkway South Mall,Kingston Avenue,Brooklyn Avenue,C,1684,22,72.6782427
0101000020E6100000D02BFAA2D47D52C00AC10D0AEE4A4440,1686,1810,9.87,CI-004,Installed,Type B,Ocean Parkway,Shore Parkway,Avenue Z,E,1685,578,71.24748628
0101000020E6100000BD81FFD1FA7E52C0782C59A1865B4440,1687,1861,111.4,LM-186,Installed,Type B,Grand Street,Samuel Dickstein Plaza,East Broadway,S,1686,604,209.51952644
0101000020E6100000CF7BA254667C52C0D4407C11155B4440,1688,1306,82.85,GW-013,Installed,Type B,Grand Street,Graham Avenue,Humboldt Street,S,1687,451,85.84050415
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1689,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1688,265,1217.66441747
0101000020E61000003AE66F89C37752C0D048902BD85D4440,1690,2903,93.86,QWH-006,Installed,Type D,Hoffman Drive,Woodhaven Boulevard,58 Avenue,S,1689,705,691.55601622
0101000020E6100000A9BE03F5527B52C0B87630BDB8694440,1691,1062,23.72,SX-046,Installed,Type A,River Avenue,E 157 Street,E 158 Street,E,1690,340,61.00237676
0101000020E61000005A47CE34307752C0449B2139F95F4440,1692,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,1691,301,36.07779377
0101000020E6100000B39F55FD377C52C0CB67DFDE1D5B4440,1693,1305,82.85,GW-012,Installed,Type B,Grand Street,Bushwick Avenue,Humboldt Street,S,1692,450,440.69188316
0101000020E6100000861C0EC8447E52C0AE56B09778654440,1694,1273,29,UW-012,Installed,Type B,Broadway,W 93 Street,W 94 Street,E,1693,444,404.3181122
0101000020E6100000FA226A0A237852C0D7DC4F5C7E6F4440,1695,806,233.52,X41-014,Pending Sign,Type D,Webster Avenue,E 204 Street,E Mosholu Parkway North,W,1694,255,199.0976749
0101000020E61000000E8F1BE5A17C52C0CC60279EFC504440,1696,533,140.52,NR-092,Installed,Type B,Flatbush Avenue,Nostrand Avenue,E 31 Street,E,1695,194,166.46708193
0101000020E6100000B596FF32D17752C017FAAD1575564440,1697,3540,258.83,EB-038,Pending Sign,Type B,Pitkin Avenue,Euclid Avenue,Doscher Street,N,1696,849,1279.07515373
0101000020E61000002B9C529B5A8252C099A27E96CC514440,1698,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,1697,730,1392.72368113
0101000020E61000008535CF27737752C01B477AB851704440,1699,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,1698,442,1014.51424501
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,1700,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,1699,175,140.4058866
0101000020E6100000EE904458047D52C01C4BDDC434574440,1701,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,1700,9,204.17881351
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1702,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1701,265,297.38503908
0101000020E6100000C9DDC239737C52C015C48178DF4E4440,1703,3083,45.63,B82-010,Sign Held,Type D,Kings Highway,Nostrand Avenue,E 32 Street,S,1702,767,43.15171795
0101000020E61000006531CA903F7A52C02236C421636A4440,1704,783,23,X41-003,Sign Held,Type D,Webster Avenue,E 167 Street,E 168 Street,E,1703,242,306.49586257
0101000020E6100000BE8745DF4F7C52C03CDA0A5FAC554440,1705,37,94,BCM-008,Installed,Type B,Eastern Parkway South Mall,Kingston Avenue,Brooklyn Avenue,C,1704,22,490.18955053
0101000020E6100000F7B23D39FA7B52C0CC2F055E5E5F4440,1706,68,99,LI-016,Installed,Type B,Thomson Avenue,30 Street,30 Place,S,1705,40,703.33185704
0101000020E61000008D77434AF97952C0E963BE419D594440,1707,1869,79,RD-004,Installed,Type B,Myrtle Avenue,Cornelia Street,Cypress Avenue,S,1706,610,1104.80327936
0101000020E610000095A08004757C52C042E714B5BA654440,1708,1245,119,UM-063,Installed,Type B,E 110 Street,Lexington Avenue,Park Avenue,S,1707,432,129.8110982
0101000020E6100000F7B23D39FA7B52C0CC2F055E5E5F4440,1709,68,99,LI-016,Installed,Type B,Thomson Avenue,30 Street,30 Place,S,1708,40,1359.12453151
0101000020E6100000E892BA3A347052C068DD2A39364D4440,1710,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,1709,300,24.46291825
0101000020E6100000A416589DEE7B52C013158FFFF65F4440,1711,78,35,LI-023,Installed,Type B,Queens Plaza East,Queens Plaza North,Queens Plaza,W,1710,47,533.66986544
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,1712,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,1711,175,246.37943922
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1713,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1712,518,367.85404194
0101000020E6100000A72F42B0A67352C0CD5DBC9EAF594440,1714,1494,71.21,Q44-059,Removed Sign Only (Temporary),Type D,Archer Avenue,Sutphin Boulevard,147 Place,S,1713,523,2849.56879475
0101000020E610000035BF4454027752C069D246EE2B5B4440,1715,2908,2.55,QWH-050,Installed,Type D,Woodhaven Boulevard,Metropolitan Avenue,Polo Place,E,1714,710,1562.44269145
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,1716,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,1715,539,686.12257675
0101000020E6100000CEA664E5237E52C0B919D31D63564440,1717,1,151,HB-012,Installed,Type B,Flatbush Avenue,Plaza Street West,Grand Army Plaza,W,1716,1,549.18403388
0101000020E61000005EF92B73527D52C02B2B95125D684440,1718,1462,146.35,UM-086,Installed,Type B,W 125 Street,Broadway,Amsterdam Avenue,S,1717,512,190.94715787
0101000020E6100000935823D2297D52C07EC42C66AB4C4440,1719,565,81.58,NR-124,Installed,Type B,Avenue U,E 16 Street,E 15 Street,N,1718,200,454.11381506
0101000020E61000005A47CE34307752C0449B2139F95F4440,1720,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,1719,301,36.07779377
0101000020E6100000BE8745DF4F7C52C03CDA0A5FAC554440,1721,37,94,BCM-008,Installed,Type B,Eastern Parkway South Mall,Kingston Avenue,Brooklyn Avenue,C,1720,22,175.88695669
0101000020E610000042C3DA83897D52C0606B5534A3504440,1722,560,81.68,NR-119,Installed,Type A,Avenue H,E 15 Street,E 16 Street,S,1721,198,979.01401657
0101000020E610000050AADC8D8A7B52C01911A2EA26584440,1723,1427,171.4,B46-002,Installed,Type D,Malcolm X Boulevard,Gates Avenue,Quincy Street,W,1722,489,42.25110328
0101000020E61000003F25D98BF97A52C034FD89CC106F4440,1724,1191,64.76,UM-009,Installed,Type B,Broadway,W 207 Street,W 204 Street,W,1723,405,91.60470016
0101000020E61000007E683879F47C52C09A26758155534440,1725,162,355.5,B44-014,Installed,Type D,Rogers Avenue,Church Avenue,Martense Street,E,1724,93,21.79279256
0101000020E61000001DE67C0DD87E52C01A6B1DB708634440,1726,3196,120,UW-064,Installed,Type B,W 66 Street,Columbus Ave,Broadway,S,1725,811,245.22749774
0101000020E61000008181978A1A7852C0457C6405826F4440,1727,785,37,X41-010,Sign Held,Type D,Webster Avenue,E 204 Street,E 205 Street,E,1726,243,187.21783502
0101000020E6100000F7B23D39FA7B52C0CC2F055E5E5F4440,1728,68,99,LI-016,Installed,Type B,Thomson Avenue,30 Street,30 Place,S,1727,40,976.93774963
0101000020E6100000C1C90389DB7E52C06BF644BBA65D4440,1729,745,29,M15-007,Installed,Type D,1 Avenue,E 14 Street,E 15 Street,E,1728,236,517.65915786
0101000020E6100000FA226A0A237852C0D7DC4F5C7E6F4440,1730,806,233.52,X41-014,Pending Sign,Type D,Webster Avenue,E 204 Street,E Mosholu Parkway North,W,1729,255,400.86367307
0101000020E6100000E2E473FFC07E52C0B8F0117924584440,1731,1000,150.68,DB-011,Installed,Type B,Flatbush Avenue,Fulton Street,Livingston Street,E,1730,309,188.94448216
0101000020E61000008EF8938EC08052C05F01E005635B4440,1732,1110,11.64,LM-161,Installed,Type B,Greenwich Street,Barclay Street,Park Place,W,1731,352,59.31603955
0101000020E610000060F642184B7D52C065A4A3EDDB554440,1733,9,105,BCM-055,Installed,Type B,Eastern Parkway North Mall,Franklin Avenue,Bedford Avenue,C,1732,8,24.80596036
0101000020E610000016503F73C57A52C0F8F069C195554440,1734,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1734,449,58.26075822
0101000020E61000008461741AB57A52C035F354B7D36A4440,1735,945,36.31,SX-002,Installed,Type B,Grand Concourse,E 167 Street,E 168 Street,E,1735,292,346.42854375
0101000020E610000098233D29DF7C52C0F1FEC3F19C644440,1736,3057,119,UE-098,Installed,Type B,E 96 Street,Lexington Avenue,Park Avenue,N,1736,756,415.05704283
0101000020E6100000A498D18B377D52C02BA750070B684440,1737,814,29,M60-004,Installed,Type D,Amsterdam Avenue,W 125 Street,La Salle Street,E,1737,258,296.45970363
0101000020E61000003227AD67997B52C0A49D49B1C1584440,1738,1426,171.4,B46-001,Installed,Type D,Malcolm X Boulevard,DeKalb Avenue,Kosciuszko Street,W,1738,488,997.31435455
0101000020E61000005C873DD4877B52C0B6986B25556E4440,1739,3787,14,UM-171,Pending Sign,Type B,Broadway,Sherman Avenue,W 196 Street,W,1739,860,257.20423907
0101000020E6100000713F77AA127552C096D7DAA307614440,1740,1519,339.08,Q44-015,Installed,Type D,Main Street,Kissena Boulevard,41 Road,E,1740,537,29.07518726
0101000020E61000008EF8938EC08052C05F01E005635B4440,1741,1110,11.64,LM-161,Installed,Type B,Greenwich Street,Barclay Street,Park Place,W,1741,352,93.02849908
0101000020E6100000088BE8E9C68952C0EA23EEBC86514440,1742,1346,84.67,NS-001,Pending Sign,Type A,Richmond Terrace,Van Name Avenue,Mariners Lane,N,1742,459,1252.73818971
0101000020E61000000AEE9A9D0F8052C00C2AE1E7845F4440,1743,1850,119,M23-022,Installed,Type D,W 23 Street,9 Avenue,8 Avenue,S,1743,600,82.60053902
0101000020E61000004577828FFA7D52C06398438F43664440,1744,3063,28.15,UW-053,Installed,Type B,Broadway,W 103 Street,W 102 Street,E,1744,758,517.32289193
0101000020E61000005A1F363BD37F52C08149ECD8A34C4440,1745,3127,218.37,B82-042,Pending Sign,Type D,Bay Parkway,Bath Avenue,Benson Avenue,W,1745,794,1038.80487561
0101000020E6100000A416589DEE7B52C013158FFFF65F4440,1746,78,35,LI-023,Installed,Type B,Queens Plaza East,Queens Plaza North,Queens Plaza,W,1746,47,742.5436448
0101000020E61000004902A0E73C7E52C01BBF85EC544D4440,1747,3080,97.5,B82-006,Installed,Type D,Kings Highway,McDonald Avenue,Dahill Road,S,1747,764,680.51247511
0101000020E610000006EF1359577F52C0087FF45E015E4440,1748,3139,299,M14-008,Installed,Type D,E 14 Street,Union Square East,Irving Place,N,1748,799,102.3340588
0101000020E61000002D152BA2597E52C01497495339644440,1749,2670,119,M79-019,Installed,Type D,W 81 Street,Columbus Avenue,Central Park West,S,1749,673,218.01215418
0101000020E6100000DD5606AC547652C039B556B1EE664440,1750,3146,349,CP-001,Installed,Custom,Soundview Avenue,Shorehaven Greenway,,S,1750,804,1696.65696884
0101000020E6100000497F00120F7852C0391499CC91624440,1751,3237,177.58,CO-030,Installed,Type B,94 Street,Ditmars Boulevard,23 Avenue,E,1751,830,493.15190284
0101000020E61000009E392E08A17552C0A54375B67C534440,1752,2935,349.43,QWH-042,Installed,Type D,Cross Bay Boulevard,163 Avenue,164 Avenue,E,1752,727,115.95568027
0101000020E6100000E351A4CFC98052C05AC90B6CB35A4440,1753,1147,27,HTM-006,Installed,Heritage Trail Marker,Trinity Place,Thames Street,Rector Street,N,1753,373,107.73966963
