the_geom,cartodb_id,cb_link_id,borough,community_board,council_district,latitude,longitude,project_status,smallest_ppt,street_address,postcode,link_site_id,link_smoke_tested_and_activated_a,link_installation_a,neighborhood_tabulation_area_nta,building_identification_number_bin,borough_block_lot_bbl,census_tract_ct,cross_street_1,cross_street_2,ixn_corner,gf_permit_application_id,location,x_coordinate,y_coordinate,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E61000007B849A21557D52C0EEB25F77BA674440,1737,LINK-004818,Manhattan,109,7,40.810378,-73.958321,Live,142953,1253 AMSTERDAM AVENUE,10027,mn-09-142953,9/28/16,8/5/16,Morningside Heights,1087900,1019630060,1020701,WEST 122 STREET,WEST 121 STREET,SE,,"(40.810378, -73.958321)","995,787.65","234,522.38",1737,1736,71.80016438
0101000020E6100000E08101840F7C52C0CAFACDC474594440,1738,LINK-000008,Brooklyn,304,34,40.698876,-73.938447,Live,103731,849 BROADWAY,11206,bk-04-103731,7/27/18,4/10/18,Bushwick South,3071735,3031340004,3038900,PARK AVENUE,LOCUST STREET,MIDBLOCK,,"(40.69887623, -73.93844701)","1,001,317.75","193,901.91",1738,678,1458.265139
0101000020E61000006A87BF266B7B52C0C64D0D349F6D4440,1739,LINK-014272,Manhattan,112,10,40.856421,-73.928415,Live,113582,1614 ST. NICHOLAS AVENUE,10040,mn-12-113582,2/20/18,12/1/17,Washington Heights North,1063868,1021610017,1027700,WEST 192 STREET,WEST 193 STREET,E,,"(40.85642084, -73.92841499)","1,004,052.58","251,302.84",1739,163,447.2721625
0101000020E61000001E8997A7737752C0363E93FDF3604440,1740,LINK-011428,Queens,403,21,40.757446,-73.866434,Live,125402,102-02 NORTHERN BOULEVARD,11368,qu-03-125402,6/29/18,4/28/18,North Corona,4042582,4017170001,4037900,102 STREET,103 STREET,SE,,"(40.75744562, -73.86643426)","1,021,253.29","215,262.78",1740,944,3139.970829
0101000020E6100000650113B8758052C09EEE3CF19C5B4440,1741,LINK-000570,Manhattan,101,1,40.715727,-74.007185,Installed,108151,183 CHURCH STREET,10007,mn-01-108151,,6/20/18,SoHo-TriBeCa-Civic Center-Little Italy,1001642,1001500015,1003300,DUANE STREET,READE STREET,MIDBLOCK,,"(40.7157269, -74.00718506)","982,258.19","200,035.20",1741,1591,374.6164933
0101000020E6100000CCB4FD2B2B8752C05A84622B684A4440,1742,LINK-018407,Staten Island,502,50,40.581304,-74.11201,Live,145733,2110 RICHMOND ROAD,10306,si-02-145733,3/2/17,2/19/17,New Dorp-Midland Beach,5095447,5035780009,5011402,LINCOLN AVENUE,COLFAX AVENUE,SE,81705,"(40.581304, -74.11201028)","953,136.41","151,081.05",1742,1120,6060.985147
0101000020E61000004E999B6F448052C0E204A6D3BA5F4440,1743,LINK-014437,Manhattan,104,3,40.747889,-74.004177,Live,123657,225 10 AVENUE,10011,mn-04-123657,5/9/18,8/26/17,Hudson Yards-Chelsea-Flatiron-Union Square,1012354,1006950035,1009900,WEST 23 STREET,WEST 24 STREET,NW,,"(40.74788855, -74.00417706)","983,092.61","211,752.65",1743,1495,245.3222307
0101000020E61000006284F068E37D52C05E4A5D328E654440,1744,LINK-010786,Manhattan,107,7,40.793402,-73.967005,Installed,120527,741 COLUMBUS AVENUE,10025,mn-07-120527,,4/30/18,Upper West Side,1055254,1018327502,1018100,WEST 97 STREET,WEST 96 STREET,SE,,"(40.79340209, -73.96700524)","993,386.00","228,336.44",1744,764,142.8548538
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,1745,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",1745,399,5260.510519
0101000020E6100000B5334C6DA97B52C00934D8D479604440,1746,LINK-020833,Queens,401,26,40.753718,-73.932216,Live,145923,38-02 31 STREET,11101,qu-01-145923,2/12/18,9/16/17,Queensbridge-Ravenswood-Long Island City,4004609,4003830013,4003100,38 AVENUE,39 AVENUE,NE,81761,"(40.75371822, -73.93221564)","1,003,030.16","213,883.82",1746,641,200.7878208
0101000020E610000055DAE21A9F7D52C08656276728524440,1747,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",1747,62,4331.930019
0101000020E610000026E2ADF36F7F52C0180B43E4F45D4440,1748,LINK-014316,Manhattan,102,2,40.734036,-73.991208,Live,133831,62 EAST 13 STREET,10003,mn-02-133831,11/10/16,10/15/16,West Village,1080130,1005647501,1006100,BROADWAY,UNION SQUARE WEST,SW,,"(40.734036, -73.991208)","986,686.61","206,705.82",1748,1476,34.97159119
0101000020E610000094145800537E52C0779D0DF967644440,1749,LINK-010637,Manhattan,107,6,40.784423,-73.973816,Live,134272,472 COLUMBUS AVENUE,10024,mn-07-134272,4/30/18,2/14/18,Upper West Side,1032072,1012130034,1016900,WEST 83 STREET,WEST 82 STREET,NW,,"(40.78442334, -73.97381614)","991,501.09","225,064.53",1749,1515,84.75185434
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,1750,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",1750,1163,3848.930599
0101000020E61000004415FE0C6F7852C009168733BF604440,1751,LINK-001473,Queens,403,25,40.755835,-73.881778,Live,125399,85-10 NORTHERN BOULEVARD,11372,qu-03-125399,6/28/18,4/28/18,Jackson Heights,4035201,4014330003,4028100,86 STREET,85 STREET,SW,,"(40.755835, -73.881778)","1,017,003.23","214,669.87",1751,1074,1313.508973
0101000020E610000081B4FF01D67552C0073F7100FD584440,1752,LINK-021393,Queens,409,32,40.695221,-73.841187,Live,145881,105-24 JAMAICA AVENUE,11418,qu-09-145881,8/10/17,7/15/17,Richmond Hill,4194296,4092890028,4012602,106 STREET,105 STREET,MIDBLOCK,81797,"(40.69522138, -73.84118746)","1,028,288.80","192,604.27",1752,1313,4669.223479
0101000020E6100000D61C2098A38052C062F54718065A4440,1753,LINK-000763,Manhattan,101,1,40.703311,-74.009985,Live,123002,55 WATER STREET,10004,mn-01-123002,2/27/18,11/11/17,Battery Park City-Lower Manhattan,1083346,1000327501,1000900,COENTIES SLIP,OLD SLIP,SE,,"(40.70331108, -74.00998457)","981,481.61","195,511.82",1753,1096,562.6777134
0101000020E61000003F53AF5B047C52C04ED1915CFE654440,1754,LINK-011378,Manhattan,111,8,40.796825,-73.937766,Live,120314,2256 2 AVENUE,10029,mn-11-120314,3/31/17,12/18/16,East Harlem North,1052931,1016870049,1018800,EAST 116 STREET,EAST 115 STREET,NE,,"(40.79682481, -73.93776628)","1,001,481.15","229,587.85",1754,1311,392.6121401
0101000020E61000009A779CA2237952C051A5660FB46E4440,1755,LINK-018398,Bronx,207,15,40.86487,-73.8928,Live,145853,2620 BRIGGS AVENUE,10458,bx-07-145853,10/26/17,6/24/17,Bedford Park-Fordham North,2000000,2032930049,2039901,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,81678,"(40.86487, -73.8928)","1,013,900.99","254,391.24",1755,1310,4929.040544
0101000020E6100000ADC266800B7C52C0BF4692205C694440,1756,LINK-011149,Manhattan,110,9,40.823124,-73.938202,Live,133684,2538 ADAM CLAYTON POWELL JR. BOULEVARD,10039,mn-10-133684,9/22/17,8/25/17,Central Harlem North-Polo Grounds,1060534,1020330029,1023400,WEST 147 STREET,WEST 148 STREET,NW,,"(40.82312447, -73.938202)","1,001,353.75","239,169.67",1756,597,17.01649463
0101000020E610000035B6D782DE7B52C0C119FCFD626C4440,1757,LINK-011299,Manhattan,112,10,40.846771,-73.935456,Live,120646,1340 ST. NICHOLAS AVENUE,10033,mn-12-120646,2/20/18,12/6/17,Washington Heights South,1063231,1021330060,1026100,WEST 177 STREET,WEST 178 STREET,NE,,"(40.846771, -73.935456)","1,002,107.41","247,785.52",1757,1689,22.43245025
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,1758,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",1758,1163,5785.886073
0101000020E61000001D56B8E5237D52C0AF22A303925A4440,1759,LINK-021241,Brooklyn,301,34,40.707581,-73.955316,Live,146092,361 BROADWAY,11211,bk-01-146092,1/22/19,6/5/18,North Side-South Side,3331238,3024630040,3052700,KEAP STREET,HOOPER STREET,NE,82213,"(40.707581, -73.95531649)","996,638.47","197,070.48",1759,29,981.2572017
0101000020E610000028D192C7D37852C0DC0DA2B5A25F4440,1760,LINK-012611,Queens,404,25,40.747153,-73.887926,Live,136653,77-14 ROOSEVELT AVENUE,11372,qu-04-136653,8/25/17,7/8/17,Elmhurst,4036780,4014880006,4026700,78 STREET,77 STREET,SW,,"(40.74715289, -73.88792592)","1,015,304.01","211,504.46",1760,948,265.2076958
0101000020E6100000640795B88E7A52C075B169A5106C4440,1761,LINK-019379,Bronx,204,14,40.844258,-73.914961,Live,145925,1579 JEROME AVENUE,10452,bx-04-145925,1/12/18,9/16/17,West Concourse,2008329,2028590044,2020900,WEST MT EDEN AVENUE,GOBLE PLACE,SW,81752,"(40.84425807, -73.91496083)","1,007,778.70","246,874.81",1761,1640,557.8543194
0101000020E61000002E1EDE73607F52C0E1B88C9B1A624440,1762,LINK-011231,Manhattan,104,3,40.766437,-73.990262,Live,139118,498 WEST 53 STREET,10019,mn-04-139118,11/8/17,9/23/17,Clinton,1026740,1010620003,1013300,10 AVENUE,9 AVENUE,SE,,"(40.7664369, -73.99026177)","986,947.53","218,510.54",1762,41,136.4372634
0101000020E61000008010C990637A52C0B85CFDD824694440,1763,LINK-011660,Bronx,201,17,40.821437,-73.912327,Live,144251,3097 3 AVENUE,10451,bx-01-144251,5/22/17,3/18/17,Melrose South-Mott Haven North,2001451,2023790051,2006900,EAST 158 STREET,EAST 157 STREET,SW,,"(40.821437, -73.912327)","1,008,515.76","238,560.97",1763,1808,10.07049358
0101000020E6100000D2C8E7154F7C52C02502D53F886A4440,1764,LINK-006037,Manhattan,112,7,40.832283,-73.942327,Live,120463,1941 AMSTERDAM AVENUE,10032,mn-12-120463,7/20/16,7/13/16,Washington Heights South,1062490,1021070059,1023900,WEST 156 STREET,WEST 157 STREET,NE,,"(40.832283, -73.942327)","1,000,209.88","242,505.68",1764,1761,124.5383342
0101000020E61000000A65E1EB6B7A52C001BEDBBC71624440,1765,LINK-013526,Queens,401,22,40.769096,-73.912837,Live,125165,37-02 ASTORIA BOULEVARD SOUTH,11103,qu-01-125165,1/15/19,6/14/18,Astoria,4010183,4006530043,4006502,37 STREET,38 STREET,SE,,"(40.76909552, -73.912837)","1,008,393.58","219,491.02",1765,413,763.8221417
0101000020E6100000B6B9313D617A52C0D6AA5D13D2564440,1766,LINK-018133,Brooklyn,316,41,40.678286,-73.912185,Live,145962,2122 FULTON STREET,11233,bk-16-145962,4/5/18,9/30/17,Ocean Hill,3042170,3015510015,3030100,SOMERS STREET,ROCKAWAY AVENUE,MIDBLOCK,81539,"(40.67828559, -73.91218476)","1,008,607.41","186,406.35",1766,885,164.0789895
0101000020E6100000A8C5E061DA7A52C0B08D78B29B614440,1767,LINK-020984,Queens,401,22,40.762564,-73.919579,Live,146038,35-19 31 AVENUE,11103,qu-01-146038,3/8/18,12/15/17,Astoria,4009891,4006500001,4006300,36 STREET,35 STREET,NW,82023,"(40.762564, -73.919579)","1,006,528.27","217,109.59",1767,1602,54.08959683
0101000020E6100000B6476FB88F7F52C05EF1D4230D584440,1768,LINK-000049,Brooklyn,302,33,40.687901,-73.993147,Live,126166,185 COURT STREET,11201,bk-02-126166,1/5/18,10/7/17,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3002846,3002800015,3004300,BERGEN STREET,DEAN STREET,SE,,"(40.6879008, -73.99314691)","986,150.58","189,897.32",1768,1372,311.8037368
0101000020E6100000B56FEEAF1E7952C017F2086EA45E4440,1769,LINK-018146,Queens,402,30,40.739393,-73.892498,Live,145740,70-50 QUEENS BOULEVARD,11377,qu-02-145740,3/20/17,2/25/17,Elmhurst-Maspeth,4056418,4024440040,4048900,72 STREET,70 STREET,SW,81554,"(40.739393, -73.892498)","1,014,040.62","208,675.70",1769,1850,1457.523044
0101000020E6100000E08101840F7C52C0CAFACDC474594440,1770,LINK-000008,Brooklyn,304,34,40.698876,-73.938447,Live,103731,849 BROADWAY,11206,bk-04-103731,7/27/18,4/10/18,Bushwick South,3071735,3031340004,3038900,PARK AVENUE,LOCUST STREET,MIDBLOCK,,"(40.69887623, -73.93844701)","1,001,317.75","193,901.91",1770,678,1866.503144
0101000020E610000054724EECA17E52C06D91B41B7D644440,1771,LINK-000979,Manhattan,107,6,40.785068,-73.978633,Live,138882,221 WEST 81 STREET,10024,mn-07-138882,8/30/17,12/18/16,Upper West Side,1032680,1012297502,1016700,BROADWAY,AMSTERDAM AVENUE,NE,,"(40.78506849, -73.97863267)","990,167.19","225,299.22",1771,721,125.7769096
0101000020E610000026E5EE737C7952C0E9103812686C4440,1772,LINK-011757,Bronx,206,15,40.846926,-73.898221,Live,118922,1901 WASHINGTON AVENUE,10457,bx-06-118922,1/12/18,10/20/17,Claremont-Bathgate,2009536,2029090024,2039500,EAST TREMONT STREET,EAST 176 STREET,SW,,"(40.84692617, -73.89822056)","1,012,409.28","247,851.83",1772,274,80.87137012
0101000020E6100000D90A9A96588052C0B87361A4175D4440,1773,LINK-010733,Manhattan,102,3,40.727284,-74.005407,Installed,123589,180 VARICK STREET,10014,mn-02-123589,,7/31/18,SoHo-TriBeCa-Civic Center-Little Italy,1008117,1005190070,1003700,CHARLTON STREET,KING STREET,NE,,"(40.72728365, -74.00540707)","982,751.34","204,245.65",1773,1674,76.38048847
0101000020E610000059A2B3CC227A52C05C8DEC4ACB564440,1774,LINK-002348,Brooklyn,316,37,40.678079,-73.908374,Live,126638,2208 FULTON STREET,11233,bk-16-126638,1/17/17,12/22/16,Ocean Hill,3042262,3015520041,3036900,EASTERN PARKWAY,ROCKAWAY AVENUE,SW,,"(40.678079, -73.908374)","1,009,664.48","186,332.17",1774,590,934.7790034
0101000020E61000003A03232F6B7952C0E3C798BB96564440,1775,LINK-021926,Brooklyn,305,37,40.676475,-73.897167,Live,145932,62 PENNSYLVANIA AVENUE,11207,bk-05-145932,2/6/18,9/17/17,East New York,3083275,3036690026,3119800,FULTON STREET,ATLANTIC AVENUE,MIDBLOCK,81903,"(40.67647467, -73.89716745)","1,012,773.55","185,751.12",1775,1152,3255.623529
0101000020E61000000B444FCAA47D52C0AB08371955664440,1776,LINK-014173,Manhattan,107,7,40.799472,-73.963183,Live,107744,105 WEST 106 STREET,10025,mn-07-107744,5/31/18,1/26/18,Morningside Heights,1055966,1018610029,1019300,COLUMBUS AVENUE,AMSTERDAM AVENUE,NW,,"(40.79947246, -73.9631832)","994,443.36","230,548.51",1776,1727,61.90380086
0101000020E61000006A17D34CF77C52C09F56D11F9A634440,1777,LINK-012236,Manhattan,108,5,40.778141,-73.952594,Live,134746,238 EAST 86 STREET,10028,mn-08-134746,2/1/17,11/4/16,Yorkville,1000000,1015310029,1014601,2 AVENUE,3 AVENUE,MIDBLOCK,,"(40.77814082, -73.9525944)","997,379.26","222,778.07",1777,158,311.9212884
0101000020E6100000C16ED8B6287D52C061FE0A992B5B4440,1778,LINK-021229,Brooklyn,301,34,40.712268,-73.95561,Live,146007,364 GRAND STREET,11211,bk-01-146007,4/10/18,12/2/17,North Side-South Side,3062845,3023960019,3052300,HAVEMEYER STREET,MARCY AVENUE,NE,81969,"(40.71226766, -73.95561039)","996,556.12","198,777.93",1778,1167,231.2385664
0101000020E6100000CC272B86AB7A52C0D2730B5D89684440,1779,LINK-012921,Bronx,201,17,40.816692,-73.916719,Live,123208,2883 3 AVENUE,10455,bx-01-123208,10/26/17,10/6/17,Melrose South-Mott Haven North,2001336,2023740001,2006500,EAST 150 STREET,EAST 151 STREET,NW,,"(40.8166923, -73.91671907)","1,007,301.78","236,831.12",1779,1230,145.4442411
0101000020E610000092AE997CB37252C07C26FBE7695A4440,1780,LINK-001820,Queens,412,27,40.706357,-73.792205,Live,141553,168-06 JAMAICA AVENUE,11433,qu-12-141553,9/28/16,8/18/16,Jamaica,4217372,4102090002,4044400,168 STREET,168 PLACE,SE,,"(40.70635736, -73.79220518)","1,041,861.97","196,689.85",1780,1588,4075.48839
0101000020E61000008255F5F23B7C52C0FFEC478AC86A4440,1781,LINK-006041,Manhattan,112,7,40.834245,-73.941159,Live,111803,2002 AMSTERDAM AVENUE,10032,mn-12-111803,7/21/16,7/15/16,Washington Heights South,1062798,1021180042,1024500,WEST 159 STREET,WEST 160 STREET,NW,,"(40.83424538, -73.94115905)","1,000,532.61","243,220.86",1781,140,14.009849
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,1782,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",1782,1163,1256.154412
0101000020E610000059DE550F987C52C017D4B7CCE9504440,1783,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",1783,622,5378.340164
0101000020E610000055DAE21A9F7D52C08656276728524440,1784,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",1784,62,1357.877939
0101000020E610000033FB3C46797752C0E63C635FB2574440,1785,LINK-021925,Brooklyn,305,37,40.685131,-73.866777,Live,145938,3480 FULTON STREET,11208,bk-05-145938,12/20/17,9/29/17,Cypress Hills-City Line,3093078,3041520033,3118400,ELDERT LANE,GRANT AVENUE,SW,81902,"(40.68513094, -73.86677733)","1,021,198.32","188,916.20",1785,1319,11805.77276
0101000020E61000000803CFBD878052C09ED2C1FA3F534440,1786,LINK-011802,Brooklyn,307,38,40.65039,-74.008285,Live,125840,4201 4 AVENUE,11232,bk-07-125840,6/25/18,4/10/18,Sunset Park West,3010833,3007240001,3008200,42 STREET,43 STREET,NE,,"(40.65039017, -74.00828534)","981,950.92","176,231.17",1786,399,780.628966
0101000020E610000076AA7CCF488052C0EA76F695075F4440,1787,LINK-011082,Manhattan,104,3,40.742419,-74.004444,Installed,135171,89 9 AVENUE,10011,mn-04-135171,,8/7/18,Hudson Yards-Chelsea-Flatiron-Union Square,1078408,1007140031,1008300,WEST 16 STREET,WEST 17 STREET,NW,,"(40.74241855, -74.00444413)","983,018.51","209,759.75",1787,1413,258.5184368
0101000020E610000071033E3F8C8652C0E2C96E66F4494440,1788,LINK-001750,Staten Island,502,50,40.577771,-74.10231,Live,125467,2154 HYLAN BOULEVARD,10306,si-02-125467,2/22/17,1/31/17,New Dorp-Midland Beach,5053558,5036910011,5011202,MIDLAND AVENUE,ZWICKY AVENUE,SE,,"(40.577771, -74.10231)","955,829.39","149,790.59",1788,1562,10.73351586
0101000020E6100000D8648D7A887C52C0608F899466674440,1789,LINK-013359,Manhattan,110,9,40.807818,-73.94583,Live,120024,100 WEST 125 STREET,10027,mn-10-120024,1/9/17,11/14/16,Central Harlem South,1000000,1019090033,1022200,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,SW,,"(40.80781772, -73.94583035)","999,245.91","233,591.47",1789,1318,71.82506393
0101000020E61000002CB7B41A127C52C089D4B48B69664440,1790,LINK-018377,Manhattan,111,8,40.800096,-73.938605,Live,146076,2182 3 AVENUE,10035,mn-11-146076,5/17/18,4/10/18,East Harlem North,1054369,1017680033,1019600,EAST 119 STREET,EAST 120 STREET,MIDBLOCK,81948,"(40.80009573, -73.93860514)","1,001,248.06","230,779.40",1790,1,90.12388889
0101000020E61000005682C5E1CC7252C03B1A87FA5D5A4440,1791,LINK-000793,Queens,412,27,40.705993,-73.793755,Live,141550,166-01 JAMAICA AVENUE,11432,qu-12-141550,9/23/16,8/27/16,Jamaica,4209622,4097960019,4046000,MERRICK BOULEVARD,168 STREET,NE,,"(40.70599343, -73.79375474)","1,041,432.66","196,556.24",1791,1376,1951.778347
0101000020E6100000AA2B9FE5797E52C003983270405F4440,1792,LINK-010832,Manhattan,106,2,40.744154,-73.97619,Live,121433,604 2 AVENUE,10016,mn-06-121433,3/9/18,10/28/17,Murray Hill-Kips Bay,1078843,1009390001,1007000,EAST 33 STREET,EAST 34 STREET,NE,,"(40.744154, -73.97619)","990,847.68","210,392.90",1792,406,107.3676437
0101000020E610000055DAE21A9F7D52C08656276728524440,1793,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",1793,62,772.1463223
0101000020E610000059DE550F987C52C017D4B7CCE9504440,1794,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",1794,622,1825.718412
0101000020E6100000CDE847C3297B52C065A54929E8564440,1795,LINK-002341,Brooklyn,303,41,40.67896,-73.924424,Live,126646,1874 FULTON STREET,11233,bk-03-126646,11/8/16,10/27/16,Crown Heights North,3048037,3017040004,3029900,BUFFALO AVENUE,HERKIMER STREET,SE,,"(40.67896, -73.924424)","1,005,212.39","186,648.89",1795,1639,885.1429985
0101000020E610000068B0A9F3A87B52C04833164D67534440,1796,LINK-011626,Brooklyn,317,45,40.65159,-73.932187,Live,126271,4802 CHURCH AVENUE,11203,bk-17-126271,7/24/18,11/17/17,East Flatbush-Farragut,3102784,3046960001,3086000,EAST 48 STREET,EAST 49 STREET,SE,,"(40.65159, -73.932187)","1,003,066.90","176,675.47",1796,912,8.46937314
0101000020E610000059A2B3CC227A52C05C8DEC4ACB564440,1797,LINK-002348,Brooklyn,316,37,40.678079,-73.908374,Live,126638,2208 FULTON STREET,11233,bk-16-126638,1/17/17,12/22/16,Ocean Hill,3042262,3015520041,3036900,EASTERN PARKWAY,ROCKAWAY AVENUE,SW,,"(40.678079, -73.908374)","1,009,664.48","186,332.17",1797,590,2303.076591
0101000020E6100000CEC64ACCB37852C097546D37C16B4440,1798,LINK-010198,Bronx,206,17,40.841834,-73.885974,Live,101312,1917 SOUTHERN BOULEVARD,10460,bx-06-101312,7/12/18,5/17/18,East Tremont,2010153,2029600039,2036502,ELSMERE PLACE,FAIRMOUNT PLACE,SW,,"(40.84183354, -73.88597436)","1,015,799.85","246,000.57",1798,1163,5386.312785
0101000020E610000059DE550F987C52C017D4B7CCE9504440,1799,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",1799,622,1471.293722
0101000020E61000004415FE0C6F7852C009168733BF604440,1800,LINK-001473,Queens,403,25,40.755835,-73.881778,Live,125399,85-10 NORTHERN BOULEVARD,11372,qu-03-125399,6/28/18,4/28/18,Jackson Heights,4035201,4014330003,4028100,86 STREET,85 STREET,SW,,"(40.755835, -73.881778)","1,017,003.23","214,669.87",1800,1074,127.9113322
0101000020E610000086376BF0BE7B52C030BC92E4B96C4440,1801,LINK-012863,Manhattan,112,10,40.849423,-73.933529,Live,120650,1422 ST. NICHOLAS AVENUE,10033,mn-12-120650,3/12/18,12/5/17,Washington Heights North,1063640,1021540001,1026900,WEST 181 STREET,WEST 182 STREET,NE,,"(40.84942275, -73.93352882)","1,002,639.87","248,752.05",1801,697,32.33606923
0101000020E610000059DE550F987C52C017D4B7CCE9504440,1802,LINK-000025,Brooklyn,314,45,40.632135,-73.946781,Live,126509,1591 FLATBUSH AVENUE,11210,bk-14-126509,6/18/18,3/4/18,Flatbush,3205905,3075580027,3078600,EAST 31 STREET,FLATBUSH AVENUE,NE,,"(40.63213478, -73.94678067)","999,021.72","169,584.61",1802,622,4446.029608
0101000020E61000009A779CA2237952C051A5660FB46E4440,1803,LINK-018398,Bronx,207,15,40.86487,-73.8928,Live,145853,2620 BRIGGS AVENUE,10458,bx-07-145853,10/26/17,6/24/17,Bedford Park-Fordham North,2000000,2032930049,2039901,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,81678,"(40.86487, -73.8928)","1,013,900.99","254,391.24",1803,1310,1562.71377
0101000020E610000055DAE21A9F7D52C08656276728524440,1804,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",1804,62,4340.771703
0101000020E6100000BB7F2C44877E52C02FDD240681574440,1805,LINK-000044,Brooklyn,302,35,40.683625,-73.977006,Live,126505,171 FLATBUSH AVENUE,11217,bk-02-126505,7/25/17,6/30/17,Park Slope-Gowanus,3348849,3020017501,3012901,ATLANTIC AVENUE,PACIFIC STREET,SE,,"(40.683625, -73.977006)","990,627.36","188,340.28",1805,1105,168.4353737
0101000020E61000009A779CA2237952C051A5660FB46E4440,1806,LINK-018398,Bronx,207,15,40.86487,-73.8928,Live,145853,2620 BRIGGS AVENUE,10458,bx-07-145853,10/26/17,6/24/17,Bedford Park-Fordham North,2000000,2032930049,2039901,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,81678,"(40.86487, -73.8928)","1,013,900.99","254,391.24",1806,1310,1999.374624
0101000020E6100000261B0FB6D87C52C0D9B5BDDD92544440,1807,LINK-013458,Brooklyn,309,40,40.660732,-73.950727,Live,127021,1106 NOSTRAND AVENUE,11225,bk-09-127021,3/7/17,2/17/17,Prospect Lefferts Gardens-Wingate,3115014,3050330039,3080000,MAPLE STREET,MIDWOOD STREET,SW,,"(40.6607318, -73.95072664)","997,920.60","180,002.65",1807,420,92.19990352
0101000020E610000055DAE21A9F7D52C08656276728524440,1808,LINK-013093,Brooklyn,314,40,40.641858,-73.962836,Live,126362,1626 CORTELYOU ROAD,11226,bk-14-126362,4/23/18,12/2/17,Flatbush,3118755,3051590010,3051400,EAST 17 STREET,EAST 16 STREET,SE,,"(40.64185835, -73.96283585)","994,563.89","173,124.87",1808,62,3021.881475
